Timestamp,Temperature_C,DewPoint_C,Pressure_hPa
2020-12-28,4.83,-0.5,840.3
2020-12-29,1.89,-0.22,843.7
2020-12-30,1.5,-2.78,847.1
2020-12-31,0.61,-3.22,849.1
2021-01-01,0.28,-4.22,847.7
2021-01-02,1.39,-2.78,846.7
2021-01-03,1.06,-0.11,846.5
2021-01-04,1.33,0.11,848.1
2021-01-05,0.72,0.0,843.3
2021-01-06,1.33,0.28,844.2
2021-01-07,1.89,0.17,843.7
2021-01-08,2.06,-1.56,841.9
2021-01-09,0.22,-1.78,844.5
2021-01-10,1.61,-0.39,845.4
2021-01-11,2.11,-1.56,847.2
2021-01-12,0.39,-3.83,849.1
2021-01-13,-1.5,-4.39,848.5
2021-01-14,-0.94,-4.33,848.4
2021-01-15,-1.78,-4.44,845.9
2021-01-16,-1.44,-4.83,845.5
2021-01-17,-0.5,-4.28,844.6
2021-01-18,0.56,-3.0,845.2
2021-01-19,1.11,-3.28,843.8
2021-01-20,1.61,-2.5,844.1
2021-01-21,-0.17,-3.72,844.8
2021-01-22,0.28,-3.28,841.5
2021-01-23,0.56,-0.61,838.3
2021-01-24,1.0,-1.78,845.6
2021-01-25,0.17,-3.28,847.3
2021-01-26,0.89,-2.61,846.8
2021-01-27,-0.67,-3.33,847.0
2021-01-28,-2.33,-3.67,846.8
2021-01-29,-3.56,-5.39,847.4
2021-01-30,-3.83,-5.17,846.9
2021-01-31,-3.28,-4.11,847.8
2021-02-01,-0.33,-2.33,850.2
2021-02-02,0.22,-1.56,847.5
2021-02-03,1.33,-0.22,846.1
2021-02-04,2.56,0.06,844.4
2021-02-05,3.0,-0.56,845.1
2021-02-06,3.5,-1.39,847.0
2021-02-07,2.78,-2.78,848.5
2021-02-08,2.67,-1.17,848.1
2021-02-09,2.5,-0.61,843.5
2021-02-10,4.78,-1.0,844.6
2021-02-11,,,
2021-02-12,,,
2021-02-13,5.78,-0.06,843.6
2021-02-14,6.5,-0.22,843.6
2021-02-15,6.39,-0.56,842.0
2021-02-16,7.06,-1.61,842.6
2021-02-17,6.67,-1.11,843.2
2021-02-18,7.5,-1.72,846.1
2021-02-19,7.61,-1.94,848.3
2021-02-20,,,
2021-02-21,8.78,2.0,845.7
2021-02-22,9.06,3.22,844.2
2021-02-23,10.17,6.0,842.2
2021-02-24,11.39,3.89,841.6
2021-02-25,10.94,4.78,841.6
2021-02-26,9.78,5.72,837.0
2021-02-27,3.72,2.83,837.9
2021-02-28,6.0,2.78,843.3
2021-03-01,7.72,2.5,845.1
2021-03-02,8.61,1.33,845.1
2021-03-03,10.5,2.67,841.9
2021-03-04,11.89,2.39,842.5
2021-03-05,11.33,1.61,842.5
2021-03-06,10.89,0.56,842.0
2021-03-07,11.11,5.39,841.8
2021-03-08,5.72,4.39,847.4
2021-03-09,8.0,4.67,847.4
2021-03-10,8.17,5.61,845.8
2021-03-11,6.0,4.72,847.0
2021-03-12,3.78,2.89,849.4
2021-03-13,7.61,4.17,849.8
2021-03-14,7.78,4.89,845.9
2021-03-15,10.11,5.11,844.9
2021-03-16,11.72,5.67,843.8
2021-03-17,11.89,5.11,842.7
2021-03-18,11.39,4.56,843.9
2021-03-19,13.44,3.11,843.2
2021-03-20,13.33,3.17,841.1
2021-03-21,10.89,5.89,840.3
2021-03-22,7.94,6.33,843.0
2021-03-23,7.28,6.33,843.8
2021-03-24,5.72,4.06,846.5
2021-03-25,9.39,4.72,846.3
2021-03-26,11.33,5.28,844.1
2021-03-27,15.39,7.39,842.3
2021-03-28,17.22,8.28,838.9
2021-03-29,12.0,9.56,837.6
2021-03-30,12.5,7.0,836.3
2021-03-31,12.5,4.44,834.9
2021-04-01,13.5,1.06,833.6
2021-04-02,12.67,-4.33,835.8
2021-04-03,11.72,-2.61,841.9
2021-04-04,12.33,1.33,844.2
2021-04-05,11.56,7.0,843.8
2021-04-06,9.61,7.94,840.7
2021-04-07,11.5,5.83,843.3
2021-04-08,12.5,3.56,841.0
2021-04-09,13.22,2.22,843.2
2021-04-10,12.33,3.56,845.1
2021-04-11,9.89,5.72,847.5
2021-04-12,12.06,7.22,847.7
2021-04-13,13.83,7.94,845.6
2021-04-14,13.72,8.0,844.8
2021-04-15,9.17,7.83,845.4
2021-04-16,10.11,7.67,843.0
2021-04-17,8.78,7.28,842.7
2021-04-18,10.5,7.22,844.4
2021-04-19,12.94,6.17,842.3
2021-04-20,14.06,5.67,839.5
2021-04-21,12.94,6.56,839.9
2021-04-22,6.94,5.78,842.2
2021-04-23,9.11,5.44,841.9
2021-04-24,12.89,4.83,845.0
2021-04-25,14.61,4.94,844.3
2021-04-26,16.0,5.39,843.0
2021-04-27,19.0,6.06,842.9
2021-04-28,20.28,6.89,843.8
2021-04-29,19.11,8.89,843.6
2021-04-30,17.17,8.39,843.9
2021-05-01,17.33,9.5,842.9
2021-05-02,19.28,9.56,841.2
2021-05-03,20.11,10.56,838.8
2021-05-04,18.0,11.5,839.2
2021-05-05,16.5,12.11,841.0
2021-05-06,16.78,11.17,841.4
2021-05-07,17.17,10.56,841.8
2021-05-08,17.78,10.0,840.7
2021-05-09,18.17,10.39,839.7
2021-05-10,19.28,10.11,837.9
2021-05-11,15.0,11.67,839.4
2021-05-12,15.72,11.5,836.4
2021-05-13,15.0,10.33,836.8
2021-05-14,16.28,9.67,837.4
2021-05-15,15.78,8.5,840.4
2021-05-16,16.06,10.56,843.4
2021-05-17,17.17,11.28,842.6
2021-05-18,18.0,10.72,841.0
2021-05-19,19.11,10.39,837.1
2021-05-20,16.72,9.5,837.1
2021-05-21,15.33,9.67,840.4
2021-05-22,16.44,9.33,840.5
2021-05-23,13.28,9.72,841.9
2021-05-24,16.06,9.11,841.2
2021-05-25,17.17,8.11,839.0
2021-05-26,18.39,8.94,837.4
2021-05-27,20.5,10.11,837.5
2021-05-28,22.67,11.39,837.5
2021-05-29,21.11,11.0,839.2
2021-05-30,21.44,12.0,837.8
2021-05-31,18.0,11.89,836.6
2021-06-01,17.0,12.28,837.8
2021-06-02,20.44,13.67,837.9
2021-06-03,20.06,13.72,839.4
2021-06-04,21.44,15.94,839.2
2021-06-05,23.44,19.28,837.3
2021-06-06,24.56,16.72,837.1
2021-06-07,25.33,17.89,835.7
2021-06-08,26.39,18.5,834.5
2021-06-09,28.17,19.61,833.0
2021-06-10,27.11,18.33,832.1
2021-06-11,24.11,15.39,833.9
2021-06-12,23.06,14.72,834.2
2021-06-13,20.89,13.61,834.7
2021-06-14,21.33,14.44,832.7
2021-06-15,18.67,14.11,831.5
2021-06-16,19.33,13.11,833.5
2021-06-17,17.44,13.28,836.7
2021-06-18,19.61,13.44,836.2
2021-06-19,22.33,14.72,834.5
2021-06-20,21.89,15.06,835.8
2021-06-21,21.22,14.72,837.9
2021-06-22,21.22,14.28,837.5
2021-06-23,23.33,14.83,837.4
2021-06-24,21.56,14.17,837.5
2021-06-25,20.0,13.72,836.8
2021-06-26,20.28,14.5,838.4
2021-06-27,21.89,16.0,840.2
2021-06-28,23.89,15.44,838.3
2021-06-29,25.06,14.33,835.7
2021-06-30,26.11,13.17,833.8
2021-07-01,22.94,13.0,833.8
2021-07-02,21.44,13.89,834.9
2021-07-03,20.94,14.06,836.5
2021-07-04,22.94,13.78,836.9
2021-07-05,22.5,14.78,838.0
2021-07-06,24.06,14.5,836.2
2021-07-07,23.89,13.94,835.3
2021-07-08,24.67,15.11,834.5
2021-07-09,27.06,17.78,834.1
2021-07-10,27.61,20.11,833.8
2021-07-11,28.28,19.83,834.4
2021-07-12,21.72,18.22,837.9
2021-07-13,20.94,18.22,838.2
2021-07-14,21.56,17.61,837.8
2021-07-15,24.28,17.0,837.6
2021-07-16,25.94,17.56,837.7
2021-07-17,27.78,18.89,834.7
2021-07-18,29.0,20.17,831.4
2021-07-19,22.67,18.06,832.5
2021-07-20,21.0,17.78,832.8
2021-07-21,18.5,16.67,833.0
2021-07-22,21.78,16.39,832.6
2021-07-23,23.67,17.11,833.6
2021-07-24,26.33,19.17,833.6
2021-07-25,28.22,20.44,831.8
2021-07-26,27.89,21.39,829.9
2021-07-27,28.22,21.22,827.3
2021-07-28,22.28,19.61,830.6
2021-07-29,24.0,19.22,831.1
2021-07-30,23.28,19.06,833.3
2021-07-31,23.61,18.94,834.3
2021-08-01,23.89,18.28,832.5
2021-08-02,24.22,17.89,833.8
2021-08-03,25.11,18.72,834.1
2021-08-04,24.06,17.28,835.0
2021-08-05,23.56,17.0,834.5
2021-08-06,21.61,17.56,836.4
2021-08-07,23.33,19.78,836.8
2021-08-08,23.17,19.56,837.3
2021-08-09,23.56,19.0,837.4
2021-08-10,23.89,19.39,835.1
2021-08-11,25.17,20.17,835.2
2021-08-12,25.11,20.17,835.9
2021-08-13,24.61,19.56,834.0
2021-08-14,23.06,18.39,833.3
2021-08-15,17.28,15.22,838.0
2021-08-16,19.83,16.39,839.9
2021-08-17,21.78,16.94,838.2
2021-08-18,22.89,17.94,836.1
2021-08-19,24.0,19.5,834.9
2021-08-20,24.22,18.89,837.2
2021-08-21,23.5,18.11,839.1
2021-08-22,23.78,19.33,837.9
2021-08-23,25.0,20.39,835.5
2021-08-24,25.83,21.0,834.0
2021-08-25,25.39,17.22,832.4
2021-08-26,25.39,18.44,831.6
2021-08-27,25.28,16.78,833.5
2021-08-28,21.28,15.83,835.9
2021-08-29,21.5,13.33,837.0
2021-08-30,21.0,13.28,839.2
2021-08-31,20.89,13.83,841.0
2021-09-01,22.33,15.56,839.9
2021-09-02,22.22,13.39,838.2
2021-09-03,23.06,13.17,836.6
2021-09-04,23.22,14.44,836.1
2021-09-05,24.06,15.72,836.1
2021-09-06,24.61,17.11,837.6
2021-09-07,24.89,16.56,838.3
2021-09-08,20.78,16.67,838.1
2021-09-09,22.56,16.22,837.1
2021-09-10,21.61,17.0,838.0
2021-09-11,19.17,17.06,839.1
2021-09-12,19.72,14.56,836.9
2021-09-13,21.67,15.61,837.1
2021-09-14,22.17,15.44,839.0
2021-09-15,22.22,15.06,839.1
2021-09-16,22.44,15.11,836.5
2021-09-17,23.06,16.11,836.2
2021-09-18,23.61,16.61,838.2
2021-09-19,24.17,17.06,839.3
2021-09-20,22.44,16.56,838.8
2021-09-21,20.72,15.39,838.2
2021-09-22,21.5,13.56,837.8
2021-09-23,18.89,13.44,840.3
2021-09-24,18.72,14.67,841.6
2021-09-25,21.0,13.28,839.3
2021-09-26,20.94,14.28,838.9
2021-09-27,22.22,15.28,839.7
2021-09-28,22.5,15.89,840.2
2021-09-29,22.11,16.0,841.0
2021-09-30,22.5,16.33,841.1
2021-10-01,23.06,16.17,840.2
2021-10-02,20.94,14.72,839.3
2021-10-03,19.44,14.5,839.5
2021-10-04,18.5,12.11,838.9
2021-10-05,17.78,12.11,842.2
2021-10-06,17.72,11.61,842.2
2021-10-07,18.17,10.67,840.0
2021-10-08,17.5,10.67,838.9
2021-10-09,17.22,9.22,840.0
2021-10-10,15.67,8.44,841.2
2021-10-11,12.83,9.67,843.8
2021-10-12,14.33,9.89,842.5
2021-10-13,14.28,10.22,841.5
2021-10-14,15.0,9.67,842.3
2021-10-15,15.0,9.56,840.8
2021-10-16,15.72,9.67,840.9
2021-10-17,13.0,11.22,843.4
2021-10-18,12.11,10.11,840.9
2021-10-19,12.89,10.33,842.0
2021-10-20,13.39,9.22,843.8
2021-10-21,13.94,9.94,842.4
2021-10-22,11.11,8.44,842.2
2021-10-23,4.33,3.67,846.6
2021-10-24,7.44,4.94,847.2
2021-10-25,9.67,6.5,847.4
2021-10-26,10.28,6.44,845.1
2021-10-27,10.83,6.39,846.7
2021-10-28,9.78,5.17,847.0
2021-10-29,10.06,5.56,847.9
2021-10-30,10.0,4.83,847.0
2021-10-31,9.67,4.67,844.2
2021-11-01,9.72,5.11,844.5
2021-11-02,9.22,3.67,846.1
2021-11-03,8.94,4.11,845.9
2021-11-04,8.67,3.83,844.2
2021-11-05,7.0,4.67,845.9
2021-11-06,8.17,4.83,845.6
2021-11-07,8.83,4.39,844.8
2021-11-08,7.83,4.06,846.2
2021-11-09,7.28,4.0,845.9
2021-11-10,7.22,4.06,845.0
2021-11-11,6.61,3.33,844.7
2021-11-12,5.83,2.67,845.0
2021-11-13,5.44,2.28,844.7
2021-11-14,5.56,2.17,841.8
2021-11-15,4.83,1.67,842.6
2021-11-16,4.39,1.0,844.7
2021-11-17,4.78,1.44,845.5
2021-11-18,5.94,1.78,843.1
2021-11-19,3.89,0.78,842.1
2021-11-20,3.83,0.94,841.5
2021-11-21,3.78,0.72,844.8
2021-11-22,3.89,0.61,844.1
2021-11-23,4.61,1.11,843.0
2021-11-24,6.44,2.39,843.3
2021-11-25,5.22,1.94,844.4
2021-11-26,4.89,1.44,843.7
2021-11-27,4.94,1.56,843.4
2021-11-28,4.61,1.22,846.0
2021-11-29,5.94,0.89,847.0
2021-11-30,3.67,0.83,846.4
2021-12-01,3.0,0.44,846.5
2021-12-02,3.28,0.06,846.9
2021-12-03,3.39,0.5,847.1
2021-12-04,4.11,0.94,845.3
2021-12-05,4.0,3.28,844.7
2021-12-06,5.94,2.78,846.8
2021-12-07,4.94,1.0,847.9
2021-12-08,4.5,1.0,846.7
2021-12-09,4.0,0.72,848.6
2021-12-10,3.06,-0.39,849.1
2021-12-11,1.94,-1.56,848.0
2021-12-12,1.72,-0.67,846.7
2021-12-13,1.56,-1.5,843.9
2021-12-14,2.44,-1.67,842.8
2021-12-15,1.67,-1.83,843.5
2021-12-16,2.17,-3.5,843.5
2021-12-17,0.89,-3.33,844.4
2021-12-18,0.33,-4.44,846.8
2021-12-19,0.61,-3.67,847.4
2021-12-20,1.33,-3.0,846.4
2021-12-21,3.72,-1.89,844.7
2021-12-22,4.39,-0.78,842.3
2021-12-23,5.33,1.33,843.1
2021-12-24,4.83,2.11,843.0
2021-12-25,4.39,0.33,843.7
2021-12-26,2.28,0.56,844.2
2021-12-27,4.06,1.39,845.2
2021-12-28,3.33,-0.22,846.1
2021-12-29,3.0,-2.11,846.2
2021-12-30,1.28,-3.33,850.0
2021-12-31,2.61,-2.72,849.8
2022-01-01,3.72,-2.0,848.0
2022-01-02,4.39,0.67,848.4
2022-01-03,4.11,1.0,847.4
2022-01-04,2.06,1.06,843.5
2022-01-05,1.17,0.78,840.5
2022-01-06,3.39,1.83,843.4
2022-01-07,1.94,1.39,842.1
2022-01-08,0.94,0.67,841.8
2022-01-09,1.28,0.56,842.4
2022-01-10,2.39,0.0,844.6
2022-01-11,2.44,-1.89,846.9
2022-01-12,0.94,-2.33,846.6
2022-01-13,0.89,-2.89,845.1
2022-01-14,0.78,-3.28,846.9
2022-01-15,1.11,-2.17,849.1
2022-01-16,3.72,-0.61,848.8
2022-01-17,2.89,0.83,847.2
2022-01-18,4.0,2.11,846.4
2022-01-19,3.17,1.89,842.3
2022-01-20,4.83,1.89,838.1
2022-01-21,5.17,1.28,836.9
2022-01-22,3.94,2.06,833.8
2022-01-23,3.33,2.0,835.2
2022-01-24,4.72,1.72,838.4
2022-01-25,4.78,1.33,839.4
2022-01-26,3.67,-0.22,840.5
2022-01-27,3.06,-2.0,843.0
2022-01-28,2.94,-3.72,844.8
2022-01-29,4.0,-1.61,844.0
2022-01-30,4.56,-0.83,840.5
2022-01-31,4.72,-0.22,838.7
2022-02-01,5.11,-0.28,839.9
2022-02-02,2.39,-0.61,838.0
2022-02-03,2.44,1.61,833.8
2022-02-04,4.28,0.0,835.2
2022-02-05,4.22,-0.39,840.3
2022-02-06,4.78,2.0,842.8
2022-02-07,4.56,2.39,842.6
2022-02-08,6.17,1.78,840.1
2022-02-09,5.56,1.56,842.0
2022-02-10,5.72,2.33,843.5
2022-02-11,4.44,2.0,844.7
2022-02-12,4.56,0.72,842.6
2022-02-13,5.72,2.67,841.2
2022-02-14,7.22,4.44,840.7
2022-02-15,8.11,2.0,840.3
2022-02-16,7.11,2.17,838.9
2022-02-17,7.0,2.39,840.0
2022-02-18,6.28,2.94,841.9
2022-02-19,7.56,3.44,841.6
2022-02-20,6.56,2.83,837.0
2022-02-21,6.72,2.72,838.6
2022-02-22,3.17,2.06,840.6
2022-02-23,1.67,1.06,842.7
2022-02-24,3.67,2.22,844.2
2022-02-25,3.94,2.28,843.4
2022-02-26,5.11,1.67,844.1
2022-02-27,5.0,0.67,848.0
2022-02-28,5.72,0.39,846.6
2022-03-01,5.94,3.33,846.1
2022-03-02,8.11,4.22,846.6
2022-03-03,7.0,4.28,844.4
2022-03-04,7.89,4.5,846.9
2022-03-05,10.0,4.06,846.0
2022-03-06,10.56,4.83,843.0
2022-03-07,7.89,5.83,847.1
2022-03-08,9.56,5.28,846.8
2022-03-09,11.17,5.89,844.0
2022-03-10,11.5,6.61,843.4
2022-03-11,11.0,5.0,844.0
2022-03-12,11.72,4.5,843.8
2022-03-13,13.78,5.72,844.7
2022-03-14,14.83,6.33,844.3
2022-03-15,16.5,8.56,843.0
2022-03-16,16.72,7.72,842.4
2022-03-17,17.17,7.5,842.8
2022-03-18,17.72,7.11,841.0
2022-03-19,14.44,9.0,841.9
2022-03-20,13.78,7.83,840.1
2022-03-21,14.83,7.22,842.1
2022-03-22,15.33,5.67,841.1
2022-03-23,16.28,4.83,839.7
2022-03-24,12.72,6.39,841.7
2022-03-25,14.5,4.78,841.5
2022-03-26,14.78,2.5,842.8
2022-03-27,16.33,4.5,842.1
2022-03-28,17.78,5.06,840.9
2022-03-29,17.94,3.83,839.5
2022-03-30,17.89,2.78,840.0
2022-03-31,16.83,4.83,842.3
2022-04-01,18.39,4.61,841.0
2022-04-02,18.22,4.56,840.4
2022-04-03,17.5,5.33,842.5
2022-04-04,17.5,5.72,842.1
2022-04-05,18.0,5.28,844.0
2022-04-06,18.06,5.56,842.8
2022-04-07,19.28,4.33,844.0
2022-04-08,19.5,5.28,841.9
2022-04-09,16.94,8.0,843.1
2022-04-10,17.72,8.56,841.8
2022-04-11,18.83,8.28,839.8
2022-04-12,17.78,9.44,839.0
2022-04-13,15.06,10.0,841.4
2022-04-14,13.67,8.5,840.5
2022-04-15,15.17,8.0,838.8
2022-04-16,17.67,8.39,837.5
2022-04-17,18.39,8.5,839.1
2022-04-18,19.22,9.17,841.2
2022-04-19,16.06,9.67,844.1
2022-04-20,15.0,10.39,842.8
2022-04-21,11.06,8.39,844.7
2022-04-22,13.11,8.56,844.7
2022-04-23,14.28,8.33,844.5
2022-04-24,16.22,8.33,841.5
2022-04-25,16.28,9.67,841.2
2022-04-26,16.94,9.28,842.6
2022-04-27,19.39,9.67,840.5
2022-04-28,18.5,10.72,843.5
2022-04-29,17.83,12.06,843.4
2022-04-30,18.67,11.83,838.5
2022-05-01,21.39,11.67,837.3
2022-05-02,21.61,12.61,836.1
2022-05-03,16.72,11.11,841.5
2022-05-04,14.28,11.67,843.5
2022-05-05,16.22,11.72,841.3
2022-05-06,17.39,10.0,840.7
2022-05-07,19.44,10.28,840.1
2022-05-08,22.72,10.39,837.3
2022-05-09,20.11,10.89,839.1
2022-05-10,20.72,12.28,839.4
2022-05-11,23.33,9.83,837.6
2022-05-12,22.0,9.78,838.1
2022-05-13,22.72,10.56,835.8
2022-05-14,23.28,11.06,835.7
2022-05-15,22.28,8.28,837.6
2022-05-16,20.28,10.39,839.5
2022-05-17,18.06,9.78,839.1
2022-05-18,19.17,10.89,839.6
2022-05-19,20.44,9.72,839.0
2022-05-20,14.5,10.89,840.3
2022-05-21,15.5,11.0,837.1
2022-05-22,17.78,10.33,831.9
2022-05-23,16.5,9.17,833.5
2022-05-24,17.78,11.22,837.7
2022-05-25,21.11,11.44,837.2
2022-05-26,21.44,12.5,836.0
2022-05-27,19.94,11.94,836.3
2022-05-28,18.44,12.72,836.5
2022-05-29,19.22,11.89,836.7
2022-05-30,19.83,10.39,837.5
2022-05-31,19.0,10.56,838.3
2022-06-01,18.94,10.67,840.0
2022-06-02,19.83,9.89,839.0
2022-06-03,20.17,9.33,838.1
2022-06-04,21.78,9.11,838.1
2022-06-05,22.22,9.83,838.0
2022-06-06,23.56,10.78,836.7
2022-06-07,23.56,9.11,836.6
2022-06-08,22.5,10.11,836.4
2022-06-09,21.28,11.0,837.3
2022-06-10,19.44,12.78,839.6
2022-06-11,19.78,13.61,838.3
2022-06-12,20.89,12.5,838.5
2022-06-13,22.67,13.72,839.0
2022-06-14,24.39,11.67,836.8
2022-06-15,25.22,10.39,834.5
2022-06-16,22.17,12.67,836.0
2022-06-17,20.22,12.17,835.4
2022-06-18,15.11,12.28,837.4
2022-06-19,15.06,12.39,837.2
2022-06-20,15.5,12.56,834.7
2022-06-21,13.72,12.44,834.4
2022-06-22,13.78,11.17,842.8
2022-06-23,17.39,12.11,840.7
2022-06-24,20.78,14.11,837.4
2022-06-25,23.22,14.94,835.0
2022-06-26,24.5,15.72,836.0
2022-06-27,25.56,17.0,836.2
2022-06-28,26.44,17.67,833.2
2022-06-29,27.78,18.67,830.4
2022-06-30,28.28,20.0,830.2
2022-07-01,28.5,19.67,830.9
2022-07-02,28.44,19.83,830.6
2022-07-03,29.17,19.33,832.0
2022-07-04,27.78,18.83,832.7
2022-07-05,23.56,19.83,835.0
2022-07-06,24.17,19.28,837.8
2022-07-07,25.72,19.67,837.8
2022-07-08,26.67,20.44,834.0
2022-07-09,23.44,19.17,833.4
2022-07-10,24.72,18.94,833.6
2022-07-11,23.22,19.39,835.7
2022-07-12,23.33,19.11,834.8
2022-07-13,21.72,18.39,833.8
2022-07-14,19.44,16.72,835.9
2022-07-15,21.28,16.39,838.5
2022-07-16,19.67,17.56,840.1
2022-07-17,23.5,18.11,839.1
2022-07-18,25.56,18.61,836.3
2022-07-19,27.33,19.61,832.8
2022-07-20,25.72,18.39,831.9
2022-07-21,24.17,19.22,834.7
2022-07-22,26.0,19.61,836.0
2022-07-23,24.56,20.33,836.2
2022-07-24,25.06,19.72,836.2
2022-07-25,22.83,19.78,838.6
2022-07-26,25.94,19.72,837.9
2022-07-27,24.61,19.56,836.9
2022-07-28,22.28,19.61,838.5
2022-07-29,21.78,19.22,837.8
2022-07-30,23.78,19.11,834.9
2022-07-31,23.5,16.44,833.1
2022-08-01,20.28,16.72,836.3
2022-08-02,22.56,16.67,835.5
2022-08-03,23.33,18.0,836.1
2022-08-04,24.11,17.5,835.7
2022-08-05,24.0,18.83,834.6
2022-08-06,24.17,18.94,833.8
2022-08-07,25.5,19.0,832.8
2022-08-08,23.67,19.61,834.7
2022-08-09,25.0,19.28,834.7
2022-08-10,26.83,18.83,833.4
2022-08-11,22.78,19.72,834.7
2022-08-12,23.56,18.44,836.5
2022-08-13,25.22,18.89,834.4
2022-08-14,26.67,18.72,834.5
2022-08-15,22.28,19.83,837.9
2022-08-16,22.94,18.72,837.7
2022-08-17,22.67,18.61,837.7
2022-08-18,24.17,18.89,835.5
2022-08-19,26.0,18.72,833.9
2022-08-20,23.94,17.89,835.3
2022-08-21,22.67,16.78,835.7
2022-08-22,22.28,17.33,834.5
2022-08-23,22.83,17.28,837.7
2022-08-24,21.56,17.67,839.8
2022-08-25,20.5,18.17,838.8
2022-08-26,21.33,18.61,837.8
2022-08-27,22.67,17.28,836.4
2022-08-28,21.56,17.11,836.2
2022-08-29,22.06,16.94,840.3
2022-08-30,23.28,16.5,840.4
2022-08-31,23.44,15.17,837.8
2022-09-01,24.67,15.56,837.5
2022-09-02,24.17,15.89,838.7
2022-09-03,23.33,16.44,835.4
2022-09-04,23.28,16.17,834.8
2022-09-05,20.78,16.22,837.9
2022-09-06,21.78,15.11,838.6
2022-09-07,23.22,15.67,840.5
2022-09-08,23.89,16.39,840.5
2022-09-09,23.94,17.0,839.9
2022-09-10,22.28,15.61,839.1
2022-09-11,18.67,15.72,838.9
2022-09-12,20.28,13.89,838.3
2022-09-13,21.28,14.33,837.9
2022-09-14,20.28,13.94,837.8
2022-09-15,21.22,13.22,835.1
2022-09-16,21.78,14.22,832.8
2022-09-17,18.72,13.33,837.0
2022-09-18,19.61,11.83,839.3
2022-09-19,20.5,12.06,839.0
2022-09-20,20.5,12.44,839.0
2022-09-21,21.0,12.39,838.8
2022-09-22,20.72,11.89,838.5
2022-09-23,21.67,13.28,837.4
2022-09-24,21.0,14.22,836.0
2022-09-25,17.89,14.0,838.1
2022-09-26,19.44,12.39,841.3
2022-09-27,20.28,12.33,838.9
2022-09-28,20.22,11.44,838.4
2022-09-29,19.0,10.83,839.5
2022-09-30,19.11,10.28,839.1
2022-10-01,19.11,10.61,838.5
2022-10-02,17.44,10.5,841.4
2022-10-03,17.78,10.28,841.2
2022-10-04,17.67,9.11,842.3
2022-10-05,17.56,8.94,840.2
2022-10-06,16.33,8.72,841.5
2022-10-07,16.78,8.5,841.9
2022-10-08,16.94,8.28,841.7
2022-10-09,17.78,8.94,840.8
2022-10-10,16.83,8.5,841.8
2022-10-11,16.89,7.56,840.1
2022-10-12,16.22,8.61,842.3
2022-10-13,14.39,6.83,844.1
2022-10-14,15.61,6.39,843.7
2022-10-15,15.11,7.11,842.7
2022-10-16,15.89,7.11,844.1
2022-10-17,19.61,7.61,842.0
2022-10-18,14.83,5.11,843.4
2022-10-19,12.44,6.78,843.1
2022-10-20,6.89,4.89,848.3
2022-10-21,9.56,5.56,850.2
2022-10-22,10.22,5.06,849.4
2022-10-23,11.06,5.94,847.4
2022-10-24,11.94,6.17,842.7
2022-10-25,11.72,6.39,841.2
2022-10-26,12.0,6.83,844.0
2022-10-27,11.33,6.11,844.4
2022-10-28,11.67,4.78,844.7
2022-10-29,11.33,4.72,844.8
2022-10-30,11.11,5.56,844.9
2022-10-31,10.94,5.17,844.8
2022-11-01,11.11,6.61,847.7
2022-11-02,10.61,6.0,846.6
2022-11-03,12.17,6.61,845.3
2022-11-04,11.67,7.28,845.5
2022-11-05,10.89,7.56,845.4
2022-11-06,9.39,6.44,848.5
2022-11-07,5.94,4.28,848.8
2022-11-08,8.39,5.39,848.7
2022-11-09,6.83,5.0,846.2
2022-11-10,7.67,4.83,848.2
2022-11-11,8.11,2.78,847.6
2022-11-12,7.72,1.78,846.5
2022-11-13,7.89,2.06,844.9
2022-11-14,5.83,3.89,845.3
2022-11-15,7.61,3.89,846.2
2022-11-16,7.72,3.72,843.2
2022-11-17,7.78,2.67,844.6
2022-11-18,6.72,2.5,845.5
2022-11-19,6.44,3.06,846.4
2022-11-20,7.89,4.11,846.5
2022-11-21,6.67,2.61,844.7
2022-11-22,5.56,1.61,845.7
2022-11-23,4.83,0.83,847.2
2022-11-24,4.78,0.56,846.4
2022-11-25,5.39,1.44,847.9
2022-11-26,5.83,1.67,844.3
2022-11-27,4.5,1.28,842.4
2022-11-28,4.78,1.56,844.0
2022-11-29,4.11,1.17,845.5
2022-11-30,4.0,1.39,846.4
2022-12-01,4.39,1.17,844.9
2022-12-02,4.11,1.0,843.0
2022-12-03,2.06,1.39,844.0
2022-12-04,2.5,-1.06,844.8
2022-12-05,2.39,-1.11,845.4
2022-12-06,3.11,-0.89,844.9
2022-12-07,2.22,-0.89,844.6
2022-12-08,3.17,-0.72,844.8
2022-12-09,6.44,2.06,844.4
2022-12-10,5.33,3.56,846.4
2022-12-11,6.39,1.06,847.8
2022-12-12,5.33,0.11,845.5
2022-12-13,3.22,-0.39,847.1
2022-12-14,3.11,-0.61,846.3
2022-12-15,2.78,-0.67,845.8
2022-12-16,4.28,-0.39,844.1
2022-12-17,3.22,-0.17,845.5
2022-12-18,2.72,-0.94,844.5
2022-12-19,2.89,-1.5,842.4
2022-12-20,2.67,-2.28,841.4
2022-12-21,1.89,-2.83,843.1
2022-12-22,1.39,-3.28,842.6
2022-12-23,1.44,-2.44,839.8
2022-12-24,0.78,-2.72,842.7
2022-12-25,0.44,-3.61,843.9
2022-12-26,2.44,-2.39,845.5
2022-12-27,1.61,-3.17,845.7
